# sinyal uji sintetis - bukan rekaman pasien - 250 Hz, target ~78 BPM
time_s,mV
5.3680,-0.0029
5.3720,-0.0162
5.3760,0.0019
5.3800,-0.0123
5.3840,0.0072
5.3880,-0.0097
5.3920,-0.0055
5.3960,-0.0068
5.4000,-0.0043
5.4040,0.0104
5.4080,0.0068
5.4120,0.0048
5.4160,0.0026
5.4200,-0.0124
5.4240,-0.0042
5.4280,-0.0044
5.4320,-0.0078
5.4360,0.0041
5.4400,-0.0059
5.4440,-0.0057
5.4480,-0.0084
5.4520,-0.0165
5.4560,0.0048
5.4600,0.0106
5.4640,0.0014
5.4680,-0.0078
5.4720,-0.0216
5.4760,0.0014
5.4800,0.0097
5.4840,0.0024
5.4880,0.0075
5.4920,0.0122
5.4960,0.0106
5.5000,0.0017
5.5040,0.0226
5.5080,0.0378
5.5120,0.0461
5.5160,0.0862
5.5200,0.1021
5.5240,0.1185
5.5280,0.1087
5.5320,0.0667
5.5360,0.0286
5.5400,0.0327
5.5440,0.0122
5.5480,0.0149
5.5520,-0.0097
5.5560,0.0087
5.5600,0.0166
5.5640,0.0161
5.5680,-0.0017
5.5720,0.0022
5.5760,-0.0012
5.5800,0.0080
5.5840,0.0081
5.5880,-0.0027
5.5920,-0.0331
5.5960,-0.0626
5.6000,-0.0997
5.6040,-0.0135
5.6080,0.2718
5.6120,0.8120
5.6160,1.0493
5.6200,0.6312
5.6240,0.1753
5.6280,-0.0033
5.6320,-0.1064
5.6360,-0.1626
5.6400,-0.1649
5.6440,-0.1100
5.6480,-0.0500
5.6520,-0.0266
5.6560,-0.0132
5.6600,0.0016
5.6640,0.0031
5.6680,0.0204
5.6720,-0.0069
5.6760,0.0091
5.6800,0.0062
5.6840,-0.0134
5.6880,-0.0065
5.6920,0.0014
5.6960,-0.0038
5.7000,-0.0009
5.7040,0.0044
5.7080,-0.0053
5.7120,0.0057
5.7160,-0.0017
5.7200,0.0012
5.7240,0.0132
5.7280,0.0092
5.7320,0.0231
5.7360,0.0432
5.7400,0.0434
5.7440,0.0583
5.7480,0.0854
5.7520,0.1002
5.7560,0.1385
5.7600,0.1483
5.7640,0.1928
5.7680,0.2120
5.7720,0.2347
5.7760,0.2753
5.7800,0.2677
5.7840,0.2940
5.7880,0.2823
5.7920,0.2776
5.7960,0.2401
5.8000,0.2338
5.8040,0.2084
5.8080,0.1666
5.8120,0.1374
5.8160,0.1307
5.8200,0.0878
5.8240,0.0619
5.8280,0.0428
5.8320,0.0376
5.8360,0.0261
5.8400,0.0171
5.8440,0.0240
5.8480,0.0038
5.8520,0.0077
5.8560,0.0140
5.8600,-0.0067
5.8640,0.0091
5.8680,0.0151
5.8720,-0.0106
5.8760,-0.0087
5.8800,-0.0083
5.8840,-0.0147
5.8880,0.0036
5.8920,-0.0148
5.8960,0.0040
5.9000,0.0116
5.9040,-0.0129
5.9080,-0.0025
5.9120,-0.0153
5.9160,0.0062
5.9200,-0.0059
5.9240,-0.0021
5.9280,0.0004
5.9320,0.0044
5.9360,-0.0028
5.9400,0.0001
5.9440,-0.0044
5.9480,0.0009
5.9520,-0.0094
5.9560,0.0005
5.9600,-0.0155
5.9640,-0.0039
5.9680,0.0153
5.9720,0.0006
5.9760,-0.0101
5.9800,0.0021
5.9840,-0.0078
5.9880,-0.0132
5.9920,-0.0059
5.9960,0.0059
6.0000,0.0031
6.0040,-0.0008
6.0080,-0.0074
6.0120,-0.0086
6.0160,0.0108
6.0200,0.0020
6.0240,-0.0076
6.0280,-0.0169
6.0320,-0.0110
6.0360,0.0198
6.0400,-0.0092
6.0440,-0.0006
6.0480,0.0017
6.0520,-0.0013
6.0560,-0.0022
6.0600,-0.0110
6.0640,-0.0084
6.0680,0.0135
6.0720,-0.0061
6.0760,0.0068
6.0800,-0.0136
6.0840,-0.0022
6.0880,0.0021
6.0920,0.0083
6.0960,-0.0090
6.1000,0.0048
6.1040,0.0031
6.1080,-0.0059
6.1120,0.0038
6.1160,-0.0072
6.1200,-0.0064
6.1240,-0.0002
6.1280,-0.0217
6.1320,-0.0009
6.1360,-0.0080
6.1400,-0.0117
6.1440,-0.0034
6.1480,0.0061
6.1520,-0.0032
6.1560,0.0101
6.1600,-0.0093
6.1640,-0.0105
6.1680,0.0124
6.1720,0.0032
6.1760,0.0076
6.1800,-0.0066
6.1840,0.0064
6.1880,0.0021
6.1920,0.0052
6.1960,0.0002
6.2000,0.0097
6.2040,-0.0052
6.2080,-0.0077
6.2120,-0.0118
6.2160,0.0093
6.2200,-0.0059
6.2240,-0.0083
6.2280,-0.0075
6.2320,-0.0036
6.2360,-0.0102
6.2400,-0.0023
6.2440,-0.0050
6.2480,-0.0044
6.2520,-0.0077
6.2560,0.0003
6.2600,-0.0034
6.2640,0.0020
6.2680,0.0057
6.2720,0.0134
6.2760,0.0077
6.2800,0.0450
6.2840,0.0737
6.2880,0.1138
6.2920,0.1073
6.2960,0.1051
6.3000,0.0824
6.3040,0.0511
6.3080,0.0362
6.3120,0.0088
6.3160,0.0122
6.3200,-0.0104
6.3240,-0.0142
6.3280,0.0098
6.3320,0.0035
6.3360,0.0039
6.3400,0.0010
6.3440,0.0039
6.3480,-0.0097
6.3520,0.0075
6.3560,-0.0059
6.3600,-0.0056
6.3640,-0.0519
6.3680,-0.1107
6.3720,-0.0688
6.3760,0.1588
6.3800,0.6292
6.3840,1.0368
6.3880,0.8033
6.3920,0.2816
6.3960,0.0162
6.4000,-0.0775
6.4040,-0.1490
6.4080,-0.1676
6.4120,-0.1405
6.4160,-0.0573
6.4200,-0.0099
6.4240,0.0084
6.4280,0.0077
6.4320,0.0010
6.4360,0.0011
6.4400,-0.0011
6.4440,-0.0058
6.4480,-0.0005
6.4520,-0.0051
6.4560,0.0132
6.4600,0.0043
6.4640,-0.0034
6.4680,-0.0150
6.4720,0.0001
6.4760,-0.0024
6.4800,-0.0070
6.4840,-0.0062
6.4880,-0.0132
6.4920,0.0123
6.4960,0.0116
6.5000,0.0391
6.5040,0.0269
6.5080,0.0377
6.5120,0.0656
6.5160,0.0740
6.5200,0.0968
6.5240,0.1183
6.5280,0.1447
6.5320,0.1909
6.5360,0.2156
6.5400,0.2476
6.5440,0.2528
6.5480,0.2714
6.5520,0.2721
6.5560,0.2865
6.5600,0.2591
6.5640,0.2587
6.5680,0.2408
6.5720,0.2168
6.5760,0.1691
6.5800,0.1560
6.5840,0.1135
6.5880,0.0876
6.5920,0.0608
6.5960,0.0620
6.6000,0.0511
6.6040,0.0216
6.6080,0.0118
6.6120,0.0090
6.6160,0.0275
6.6200,0.0126
6.6240,-0.0016
6.6280,-0.0128
6.6320,-0.0045
6.6360,0.0100
6.6400,0.0152
6.6440,-0.0020
6.6480,-0.0055
6.6520,-0.0040
6.6560,-0.0151
6.6600,0.0073
6.6640,-0.0087
6.6680,0.0085
6.6720,-0.0137
6.6760,-0.0102
6.6800,0.0023
6.6840,-0.0061
6.6880,0.0063
6.6920,0.0001
6.6960,-0.0094
6.7000,0.0050
6.7040,0.0067
6.7080,-0.0153
6.7120,0.0146
6.7160,0.0040
6.7200,0.0061
6.7240,-0.0149
6.7280,-0.0058
6.7320,-0.0028
6.7360,0.0086
6.7400,-0.0117
6.7440,-0.0071
6.7480,-0.0162
6.7520,-0.0019
6.7560,0.0028
6.7600,-0.0135
6.7640,-0.0047
6.7680,0.0041
6.7720,0.0127
6.7760,0.0053
6.7800,-0.0024
6.7840,-0.0094
6.7880,-0.0075
6.7920,-0.0053
6.7960,0.0012
6.8000,-0.0004
6.8040,0.0133
6.8080,0.0023
6.8120,-0.0086
6.8160,0.0124
6.8200,0.0076
6.8240,0.0008
6.8280,-0.0058
6.8320,-0.0150
6.8360,-0.0082
6.8400,0.0073
6.8440,-0.0064
6.8480,-0.0106
6.8520,0.0016
6.8560,0.0020
6.8600,0.0049
6.8640,0.0052
6.8680,0.0113
6.8720,-0.0067
6.8760,0.0078
6.8800,-0.0079
6.8840,0.0056
6.8880,0.0014
6.8920,0.0019
6.8960,0.0077
6.9000,-0.0001
6.9040,0.0089
6.9080,0.0070
6.9120,0.0011
6.9160,-0.0045
6.9200,-0.0060
6.9240,-0.0042
6.9280,-0.0016
6.9320,-0.0002
6.9360,0.0238
6.9400,0.0051
6.9440,0.0062
6.9480,-0.0069
6.9520,-0.0057
6.9560,-0.0026
6.9600,0.0015
6.9640,-0.0083
6.9680,0.0129
6.9720,-0.0045
6.9760,0.0086
6.9800,-0.0187
6.9840,-0.0001
6.9880,0.0022
6.9920,0.0015
6.9960,0.0048
7.0000,0.0022
7.0040,0.0013
7.0080,-0.0151
7.0120,-0.0057
7.0160,-0.0187
7.0200,0.0050
7.0240,0.0025
7.0280,-0.0014
7.0320,-0.0059
7.0360,-0.0020
7.0400,0.0227
7.0440,0.0336
7.0480,0.0405
7.0520,0.0807
7.0560,0.0875
7.0600,0.1029
7.0640,0.1119
7.0680,0.0869
7.0720,0.0587
7.0760,0.0367
7.0800,0.0404
7.0840,0.0009
7.0880,0.0024
7.0920,0.0027
7.0960,-0.0002
7.1000,0.0075
7.1040,0.0142
7.1080,-0.0099
7.1120,0.0013
7.1160,-0.0021
7.1200,0.0028
7.1240,-0.0130
7.1280,-0.0217
7.1320,-0.0560
7.1360,-0.0819
7.1400,-0.0814
7.1440,0.0598
7.1480,0.4400
7.1520,0.9649
7.1560,0.9350
7.1600,0.4163
7.1640,0.0662
7.1680,-0.0478
7.1720,-0.1259
7.1760,-0.1782
7.1800,-0.1547
7.1840,-0.0977
7.1880,-0.0351
7.1920,-0.0086
7.1960,0.0030
7.2000,-0.0007
7.2040,-0.0012
7.2080,-0.0011
7.2120,-0.0052
7.2160,0.0179
7.2200,0.0041
7.2240,0.0035
7.2280,0.0184
7.2320,0.0113
7.2360,-0.0122
7.2400,0.0060
7.2440,0.0075
7.2480,0.0165
7.2520,0.0130
7.2560,0.0103
7.2600,-0.0027
7.2640,0.0036
7.2680,0.0184
7.2720,0.0282
7.2760,0.0268
7.2800,0.0460
7.2840,0.0636
7.2880,0.0887
7.2920,0.1158
7.2960,0.1384
7.3000,0.1599
7.3040,0.2089
7.3080,0.2390
7.3120,0.2487
7.3160,0.2753
7.3200,0.2811
7.3240,0.2851
7.3280,0.2776
7.3320,0.2537
7.3360,0.2440
7.3400,0.2221
7.3440,0.1785
7.3480,0.1720
7.3520,0.1444
7.3560,0.1158
7.3600,0.0938
7.3640,0.0641
7.3680,0.0394
7.3720,0.0248
7.3760,0.0137
7.3800,0.0143
7.3840,0.0083
7.3880,0.0107
7.3920,-0.0129
7.3960,0.0204
7.4000,0.0193
7.4040,0.0004
7.4080,0.0057
7.4120,0.0040
7.4160,0.0023
7.4200,-0.0016
7.4240,-0.0010
7.4280,-0.0066
7.4320,0.0014
7.4360,-0.0002
7.4400,0.0026
7.4440,-0.0068
7.4480,0.0003
7.4520,0.0004
7.4560,0.0048
7.4600,-0.0085
7.4640,0.0034
7.4680,0.0079
7.4720,0.0048
7.4760,-0.0029
7.4800,-0.0039
7.4840,-0.0019
7.4880,0.0058
7.4920,0.0124
7.4960,-0.0013
7.5000,-0.0051
7.5040,0.0030
7.5080,0.0016
7.5120,-0.0073
7.5160,-0.0059
7.5200,-0.0008
7.5240,0.0054
7.5280,-0.0095
7.5320,-0.0081
7.5360,0.0040
7.5400,-0.0098
7.5440,0.0009
7.5480,0.0028
7.5520,-0.0009
7.5560,-0.0081
7.5600,-0.0005
7.5640,-0.0027
7.5680,0.0027
7.5720,-0.0067
7.5760,0.0087
7.5800,-0.0134
7.5840,-0.0014
7.5880,0.0001
7.5920,0.0077
7.5960,-0.0049
7.6000,0.0044
7.6040,-0.0045
7.6080,0.0059
7.6120,0.0139
7.6160,-0.0032
7.6200,0.0035
7.6240,-0.0074
7.6280,0.0078
7.6320,0.0097
7.6360,0.0003
7.6400,-0.0091
7.6440,0.0032
7.6480,0.0092
7.6520,0.0087
7.6560,0.0065
7.6600,-0.0146
7.6640,-0.0054
7.6680,0.0114
7.6720,-0.0098
7.6760,0.0091
7.6800,0.0151
7.6840,0.0061
7.6880,0.0090
7.6920,-0.0027
7.6960,-0.0098
7.7000,-0.0008
7.7040,-0.0016
7.7080,-0.0004
7.7120,0.0056
7.7160,-0.0012
7.7200,0.0015
7.7240,0.0034
7.7280,-0.0000
7.7320,0.0147
7.7360,0.0035
7.7400,0.0007
7.7440,-0.0017
7.7480,-0.0050
7.7520,0.0108
7.7560,0.0012
7.7600,-0.0086
7.7640,-0.0045
7.7680,-0.0011
7.7720,-0.0036
7.7760,0.0087
7.7800,-0.0093
7.7840,0.0039
7.7880,0.0012
7.7920,-0.0094
7.7960,0.0005
7.8000,-0.0003
7.8040,0.0058
7.8080,0.0021
7.8120,0.0176
7.8160,0.0200
7.8200,0.0521
7.8240,0.0980
7.8280,0.1231
7.8320,0.1188
7.8360,0.0974
7.8400,0.0814
7.8440,0.0262
7.8480,0.0146
7.8520,0.0139
7.8560,0.0081
7.8600,-0.0075
7.8640,-0.0149
7.8680,0.0117
7.8720,0.0012
7.8760,-0.0072
7.8800,0.0004
7.8840,0.0072
7.8880,-0.0207
7.8920,0.0086
7.8960,0.0019
7.9000,-0.0416
7.9040,-0.0662
7.9080,-0.1090
7.9120,0.0034
7.9160,0.3075
7.9200,0.8559
7.9240,1.0239
7.9280,0.5922
7.9320,0.1576
7.9360,-0.0304
7.9400,-0.1136
7.9440,-0.1722
7.9480,-0.1727
7.9520,-0.1233
7.9560,-0.0462
7.9600,-0.0100
7.9640,-0.0021
7.9680,0.0133
7.9720,-0.0026
7.9760,0.0105
7.9800,-0.0044
7.9840,0.0061
7.9880,-0.0155
7.9920,0.0016
7.9960,-0.0014
8.0000,-0.0039
8.0040,-0.0047
8.0080,-0.0024
8.0120,-0.0051
8.0160,-0.0164
8.0200,-0.0027
8.0240,-0.0009
8.0280,0.0016
8.0320,0.0007
8.0360,0.0132
8.0400,0.0277
8.0440,0.0293
8.0480,0.0404
8.0520,0.0718
8.0560,0.0890
8.0600,0.1125
8.0640,0.1412
8.0680,0.1582
8.0720,0.1891
8.0760,0.2270
8.0800,0.2384
8.0840,0.2615
8.0880,0.2782
8.0920,0.2830
8.0960,0.2742
8.1000,0.2727
8.1040,0.2448
8.1080,0.2280
8.1120,0.2031
8.1160,0.1706
8.1200,0.1422
8.1240,0.0998
8.1280,0.0742
8.1320,0.0588
8.1360,0.0504
8.1400,0.0451
8.1440,0.0130
8.1480,0.0177
8.1520,0.0030
8.1560,0.0004
8.1600,0.0016
8.1640,0.0078
8.1680,0.0030
8.1720,0.0102
8.1760,-0.0075
8.1800,0.0073
8.1840,0.0075
8.1880,0.0006
8.1920,0.0038
8.1960,-0.0045
8.2000,-0.0087
8.2040,-0.0032
8.2080,-0.0051
8.2120,0.0231
8.2160,-0.0039
8.2200,0.0132
8.2240,0.0016
8.2280,0.0025
8.2320,0.0059
8.2360,-0.0062
8.2400,0.0073
8.2440,0.0030
8.2480,-0.0121
8.2520,0.0048
8.2560,0.0044
8.2600,0.0036
8.2640,0.0127
8.2680,-0.0033
8.2720,0.0041
8.2760,0.0060
8.2800,-0.0072
8.2840,0.0096
8.2880,-0.0116
8.2920,-0.0104
8.2960,0.0042
8.3000,-0.0087
8.3040,-0.0009
8.3080,-0.0132
8.3120,0.0006
8.3160,-0.0091
8.3200,0.0027
8.3240,-0.0123
8.3280,0.0036
8.3320,-0.0021
8.3360,0.0005
8.3400,-0.0005
8.3440,0.0010
8.3480,-0.0106
8.3520,-0.0205
8.3560,0.0003
8.3600,-0.0075
8.3640,-0.0036
8.3680,0.0034
8.3720,-0.0159
8.3760,-0.0061
8.3800,-0.0049
8.3840,-0.0085
8.3880,0.0026
8.3920,-0.0011
8.3960,-0.0066
8.4000,-0.0079
8.4040,0.0065
8.4080,-0.0053
8.4120,0.0047
8.4160,0.0036
8.4200,-0.0152
8.4240,-0.0087
8.4280,0.0000
8.4320,0.0027
8.4360,0.0062
8.4400,0.0064
8.4440,0.0083
8.4480,-0.0030
8.4520,-0.0017
8.4560,0.0062
8.4600,-0.0034
8.4640,0.0085
8.4680,-0.0127
8.4720,0.0052
8.4760,-0.0014
8.4800,-0.0157
8.4840,0.0078
8.4880,0.0025
8.4920,0.0002
8.4960,-0.0086
8.5000,-0.0037
8.5040,0.0121
8.5080,-0.0066
8.5120,-0.0278
8.5160,-0.0069
8.5200,-0.0096
8.5240,-0.0011
8.5280,-0.0031
8.5320,-0.0073
8.5360,-0.0067
8.5400,0.0084
8.5440,-0.0115
8.5480,0.0157
8.5520,-0.0044
8.5560,-0.0087
8.5600,0.0063
8.5640,0.0046
8.5680,-0.0080
8.5720,0.0072
8.5760,-0.0106
8.5800,0.0041
8.5840,0.0357
8.5880,0.0495
8.5920,0.0720
8.5960,0.1134
8.6000,0.1273
8.6040,0.1091
8.6080,0.0680
8.6120,0.0488
8.6160,0.0301
8.6200,0.0176
8.6240,0.0189
8.6280,-0.0008
8.6320,-0.0036
8.6360,-0.0002
8.6400,0.0097
8.6440,-0.0075
8.6480,0.0104
8.6520,-0.0220
8.6560,0.0064
8.6600,-0.0055
8.6640,0.0017
8.6680,-0.0099
8.6720,-0.0660
8.6760,-0.0967
8.6800,-0.0482
8.6840,0.1816
8.6880,0.6662
8.6920,1.0391
8.6960,0.7458
8.7000,0.2742
8.7040,0.0084
8.7080,-0.0862
8.7120,-0.1666
8.7160,-0.1717
8.7200,-0.1401
8.7240,-0.0561
8.7280,-0.0152
8.7320,-0.0045
8.7360,0.0052
8.7400,-0.0090
8.7440,-0.0026
8.7480,-0.0046
8.7520,-0.0102
8.7560,0.0001
8.7600,-0.0011
8.7640,0.0115
8.7680,-0.0267
8.7720,-0.0052
8.7760,-0.0071
8.7800,-0.0032
8.7840,0.0044
8.7880,0.0050
8.7920,0.0032
8.7960,0.0012
8.8000,0.0120
8.8040,0.0154
8.8080,0.0042
8.8120,0.0259
8.8160,0.0290
8.8200,0.0460
8.8240,0.0757
8.8280,0.0979
8.8320,0.1243
8.8360,0.1448
8.8400,0.1795
8.8440,0.2025
8.8480,0.2388
8.8520,0.2626
8.8560,0.2861
8.8600,0.2895
8.8640,0.2720
8.8680,0.2656
8.8720,0.2451
8.8760,0.2325
8.8800,0.2192
8.8840,0.1800
8.8880,0.1275
8.8920,0.1071
8.8960,0.0815
8.9000,0.0739
8.9040,0.0515
8.9080,0.0393
8.9120,0.0399
8.9160,0.0107
8.9200,0.0045
8.9240,0.0229
8.9280,0.0072
8.9320,-0.0036
8.9360,-0.0147
8.9400,-0.0113
8.9440,-0.0191
8.9480,0.0008
8.9520,0.0005
8.9560,0.0080
8.9600,-0.0011
8.9640,-0.0055
8.9680,-0.0059
8.9720,0.0152
8.9760,-0.0141
8.9800,0.0014
8.9840,0.0002
8.9880,0.0049
8.9920,-0.0032
8.9960,0.0040
9.0000,0.0065
9.0040,-0.0012
9.0080,-0.0037
9.0120,-0.0015
9.0160,-0.0077
9.0200,-0.0017
9.0240,-0.0024
9.0280,0.0017
9.0320,0.0107
9.0360,0.0105
9.0400,-0.0036
9.0440,0.0048
9.0480,0.0024
9.0520,0.0061
9.0560,0.0002
9.0600,0.0021
9.0640,-0.0038
9.0680,-0.0063
9.0720,0.0070
9.0760,0.0104
9.0800,0.0053
9.0840,0.0035
9.0880,0.0021
9.0920,-0.0036
9.0960,-0.0143
9.1000,0.0053
9.1040,0.0016
9.1080,-0.0044
9.1120,-0.0077
9.1160,0.0102
9.1200,-0.0144
9.1240,0.0141
9.1280,0.0051
9.1320,0.0190
9.1360,-0.0057
9.1400,-0.0002
9.1440,-0.0041
9.1480,0.0012
9.1520,-0.0017
9.1560,-0.0060
9.1600,0.0086
9.1640,-0.0063
9.1680,-0.0041
9.1720,0.0044
9.1760,-0.0043
9.1800,-0.0035
9.1840,0.0028
9.1880,-0.0029
9.1920,-0.0100
9.1960,-0.0008
9.2000,-0.0018
9.2040,0.0136
9.2080,-0.0088
9.2120,0.0078
9.2160,-0.0063
9.2200,-0.0028
9.2240,-0.0026
9.2280,0.0022
9.2320,0.0069
9.2360,0.0140
9.2400,-0.0051
9.2440,0.0106
9.2480,0.0080
9.2520,0.0065
9.2560,-0.0061
9.2600,0.0072
9.2640,-0.0009
9.2680,0.0028
9.2720,-0.0022
9.2760,0.0053
9.2800,0.0089
9.2840,0.0090
9.2880,-0.0016
9.2920,0.0080
9.2960,0.0116
9.3000,-0.0075
9.3040,0.0118
9.3080,-0.0107
9.3120,0.0043
9.3160,0.0048
9.3200,0.0119
9.3240,0.0022
9.3280,-0.0038
9.3320,-0.0063
9.3360,-0.0098
9.3400,0.0069
9.3440,0.0010
9.3480,0.0028
9.3520,0.0253
9.3560,0.0368
9.3600,0.0693
9.3640,0.0985
9.3680,0.1322
9.3720,0.1264
9.3760,0.0904
9.3800,0.0482
9.3840,0.0356
9.3880,0.0158
9.3920,0.0085
9.3960,0.0063
9.4000,-0.0021
9.4040,0.0075
9.4080,0.0067
9.4120,0.0017
9.4160,-0.0032
9.4200,-0.0038
9.4240,0.0055
9.4280,-0.0088
9.4320,-0.0022
9.4360,-0.0149
9.4400,-0.0522
9.4440,-0.0841
9.4480,-0.0783
9.4520,0.0795
9.4560,0.5078
9.4600,0.9801
9.4640,0.9095
9.4680,0.3917
9.4720,0.0651
9.4760,-0.0685
9.4800,-0.1298
9.4840,-0.1773
9.4880,-0.1439
9.4920,-0.0785
9.4960,-0.0281
9.5000,0.0093
9.5040,-0.0013
9.5080,-0.0035
9.5120,-0.0027
9.5160,-0.0075
9.5200,-0.0002
9.5240,-0.0150
9.5280,-0.0007
9.5320,0.0034
9.5360,0.0080
9.5400,-0.0027
9.5440,0.0113
9.5480,-0.0048
9.5520,-0.0003
9.5560,-0.0136
9.5600,-0.0035
9.5640,-0.0021
9.5680,0.0186
9.5720,0.0151
9.5760,0.0081
9.5800,0.0291
9.5840,0.0397
9.5880,0.0484
9.5920,0.0685
9.5960,0.0876
9.6000,0.1109
9.6040,0.1290
9.6080,0.1714
9.6120,0.2112
9.6160,0.2393
9.6200,0.2489
9.6240,0.2624
9.6280,0.2763
9.6320,0.2866
9.6360,0.2756
9.6400,0.2539
9.6440,0.2404
9.6480,0.2103
9.6520,0.1874
9.6560,0.1508
9.6600,0.1140
9.6640,0.0997
9.6680,0.0821
9.6720,0.0481
9.6760,0.0402
9.6800,0.0356
9.6840,0.0167
9.6880,0.0079
9.6920,0.0241
9.6960,0.0116
9.7000,0.0111
9.7040,-0.0056
9.7080,0.0138
9.7120,-0.0123
9.7160,-0.0037
9.7200,0.0059
9.7240,0.0104
9.7280,-0.0072
9.7320,-0.0052
9.7360,0.0015
9.7400,-0.0150
9.7440,0.0050
9.7480,0.0044
9.7520,-0.0035
9.7560,0.0042
9.7600,0.0060
9.7640,0.0024
9.7680,0.0041
9.7720,0.0118
9.7760,-0.0037
9.7800,0.0013
9.7840,-0.0041
9.7880,0.0080
9.7920,-0.0032
9.7960,0.0037
9.8000,0.0011
9.8040,0.0005
9.8080,0.0133
9.8120,-0.0007
9.8160,0.0110
9.8200,0.0064
9.8240,0.0102
9.8280,-0.0013
9.8320,0.0072
9.8360,0.0059
9.8400,-0.0048
9.8440,0.0021
9.8480,-0.0010
9.8520,-0.0003
9.8560,0.0101
9.8600,-0.0056
9.8640,-0.0130
9.8680,-0.0135
9.8720,-0.0035
9.8760,-0.0050
9.8800,0.0001
9.8840,0.0044
9.8880,0.0136
9.8920,0.0024
9.8960,0.0036
9.9000,-0.0057
9.9040,0.0045
9.9080,0.0105
9.9120,0.0103
9.9160,-0.0151
9.9200,0.0069
9.9240,0.0122
9.9280,0.0064
9.9320,-0.0115
9.9360,-0.0024
9.9400,0.0045
9.9440,0.0032
9.9480,-0.0063
9.9520,-0.0069
9.9560,0.0074
9.9600,-0.0103
9.9640,0.0111
9.9680,0.0002
9.9720,0.0023
9.9760,-0.0103
9.9800,-0.0046
9.9840,0.0053
9.9880,-0.0113
9.9920,0.0159
9.9960,-0.0108
10.0000,-0.0094
10.0040,0.0003
10.0080,0.0037
10.0120,0.0056
10.0160,-0.0029
10.0200,-0.0016
10.0240,-0.0018
10.0280,-0.0044
10.0320,-0.0198
10.0360,0.0074
10.0400,0.0019
10.0440,0.0012
10.0480,-0.0048
10.0520,0.0019
10.0560,-0.0001
10.0600,-0.0006
10.0640,0.0085
10.0680,-0.0132
10.0720,0.0019
10.0760,-0.0082
10.0800,-0.0024
10.0840,0.0115
10.0880,-0.0083
10.0920,-0.0008
10.0960,-0.0045
10.1000,0.0073
10.1040,-0.0074
10.1080,-0.0124
10.1120,0.0059
10.1160,0.0035
10.1200,0.0138
10.1240,0.0435
10.1280,0.0563
10.1320,0.0911
10.1360,0.1169
10.1400,0.1215
10.1440,0.0963
10.1480,0.0783
10.1520,0.0582
10.1560,0.0166
10.1600,0.0223
10.1640,-0.0136
10.1680,0.0115
10.1720,-0.0025
10.1760,0.0011
10.1800,-0.0026
10.1840,-0.0049
10.1880,-0.0098
10.1920,-0.0030
10.1960,0.0099
10.2000,0.0084
10.2040,-0.0074
10.2080,-0.0319
10.2120,-0.0815
10.2160,-0.1021
10.2200,0.0222
10.2240,0.3457
10.2280,0.8755
10.2320,1.0091
10.2360,0.5419
10.2400,0.1379
10.2440,-0.0268
10.2480,-0.1210
10.2520,-0.1645
10.2560,-0.1778
10.2600,-0.1042
10.2640,-0.0535
10.2680,-0.0160
10.2720,0.0015
10.2760,0.0030
10.2800,0.0077
10.2840,-0.0064
10.2880,0.0121
10.2920,0.0103
10.2960,-0.0001
10.3000,0.0036
10.3040,-0.0059
10.3080,-0.0011
10.3120,-0.0099
10.3160,0.0011
10.3200,0.0022
10.3240,0.0116
10.3280,0.0094
10.3320,0.0099
10.3360,0.0032
10.3400,0.0078
10.3440,0.0121
10.3480,0.0238
10.3520,0.0174
10.3560,0.0514
10.3600,0.0503
10.3640,0.0790
10.3680,0.1072
10.3720,0.1302
10.3760,0.1758
10.3800,0.1916
10.3840,0.2322
10.3880,0.2536
10.3920,0.2599
10.3960,0.2789
10.4000,0.2900
10.4040,0.2733
10.4080,0.2643
10.4120,0.2403
10.4160,0.2206
10.4200,0.1896
10.4240,0.1637
10.4280,0.1418
10.4320,0.1178
10.4360,0.0840
10.4400,0.0639
10.4440,0.0520
10.4480,0.0300
10.4520,0.0140
10.4560,0.0233
10.4600,0.0024
10.4640,0.0131
10.4680,-0.0038
10.4720,0.0162
10.4760,-0.0068
10.4800,0.0072
10.4840,0.0119
10.4880,-0.0072
10.4920,0.0115
10.4960,-0.0063
10.5000,-0.0135
10.5040,0.0056
10.5080,0.0054
10.5120,-0.0016
10.5160,-0.0194
10.5200,-0.0004
10.5240,-0.0023
10.5280,-0.0029
10.5320,-0.0022
10.5360,-0.0137
10.5400,-0.0044
10.5440,0.0138
10.5480,0.0119
10.5520,-0.0028
10.5560,-0.0055
10.5600,0.0030
10.5640,0.0082
10.5680,0.0056
10.5720,-0.0090
10.5760,0.0012
10.5800,0.0011
10.5840,0.0110
10.5880,0.0092
10.5920,0.0040
10.5960,0.0093
10.6000,-0.0030
10.6040,0.0118
10.6080,-0.0033
10.6120,0.0030
10.6160,0.0071
10.6200,-0.0070
10.6240,-0.0054
10.6280,-0.0135
10.6320,0.0013
10.6360,-0.0004
10.6400,-0.0025
10.6440,0.0038
10.6480,-0.0163
10.6520,-0.0002
10.6560,0.0007
10.6600,-0.0020
10.6640,0.0061
10.6680,0.0135
10.6720,-0.0034
10.6760,-0.0072
10.6800,-0.0046
10.6840,0.0007
10.6880,0.0045
10.6920,-0.0066
10.6960,0.0077
10.7000,-0.0079
10.7040,0.0064
10.7080,0.0033
10.7120,0.0036
10.7160,0.0166
10.7200,-0.0020
10.7240,-0.0013
10.7280,0.0037
